institute,record_id,gender,country_origin,citizenship,months_postdoc,job_sector,job_type,specifics,job_country,job_state,degree,degree_field,degree_cip,years
NIEHS,350,Female,United States,US,70.3,Government agency,Tenure track faculty,Primarily applied research,United States,North Carolina,PhD,Epidemiology,Epidemiology,2010-2014
NIEHS,977,Female,United States,US,10.8,Government agency,Tenure track faculty,Primarily applied research,United States,North Carolina,PhD,Epidemiology,Epidemiology,2015-2019
NIEHS,1088,Female,United States,US,39.9,Government agency,Tenure track faculty,Primarily applied research,United States,North Carolina,MPhyr;PhD,Unknown,Unknown,2015-2019
NIEHS,87,Male,United States,US,63,Government agency,Tenure track faculty,Primarily basic research,United States,Louisiana,PhD,Biology,General Biology/Biomedical Science,2005-2009
NIEHS,129,Male,United States,US,59.9,Government agency,Tenure track faculty,Primarily applied research,United States,North Carolina,PhD,Comparative Biomedical Sciences,General Biology/Biomedical Science,2010-2014
NIEHS,433,Male,United States,US,55,Government agency,Tenure track faculty,Primarily basic research,United States,North Carolina,PhD,Medicinal Chemistry,Pharmacology/Toxicology,2000-2004
NIEHS,732,Male,United States,US,0.4,Government agency,Tenure track faculty,Primarily applied research,United States,North Carolina,PhD,Unknown,Unknown,2010-2014
NIEHS,170,Female,Canada,International,77.9,Non-profit organization,Tenure track faculty,Primarily applied research,Canada,"London, Ontario",PhD,Unknown,Unknown,2005-2009
NIEHS,162,Female,Australia,International,27.4,Academic institution,Trainee,Additional postdoctoral training,Australia,Brisbane,PhD,Pharmacy,Pharmacology/Toxicology,2010-2014
NIEHS,1042,Female,Finland,International,25.7,Academic institution,Trainee,Primarily clinical practice,Finland,Helsinki,PhD,Physiology,General Biology/Biomedical Science,2015-2019
NIEHS,1022,Female,Japan,International,42.5,Academic institution,Trainee,Primarily basic research,Japan,Unknown,PhD,Unknown,Unknown,2015-2019
NIEHS,241,Female,India,International,36,Academic institution,Trainee,Additional postdoctoral training,United States,Colorado,PhD,Molecular biology of brain,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,1070,Female,China,International,18.9,Academic institution,Trainee,Additional postdoctoral training,United States,Massachusetts,MD;PhD,Medicine,Medicine/Veterinary Medicine/Pathology,2015-2019
NIEHS,37,Female,South Korea,International,58.9,Academic institution,Trainee,Additional postdoctoral training,United States,North Carolina,PhD,Microbiology,Microbiology/Immunology,2005-2009
NIEHS,179,Female,China,International,23.8,Academic institution,Trainee,Additional postdoctoral training,United States,North Carolina,PhD,Molecular Cancer Biology,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,317,Female,China,International,43.3,Academic institution,Trainee,Additional postdoctoral training,United States,North Carolina,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2005-2009
NIEHS,696,Female,Ireland,International,41.7,Academic institution,Trainee,Additional postdoctoral training,United States,North Carolina,PhD,Unknown,Unknown,2000-2004
NIEHS,781,Female,China,International,31.7,Academic institution,Trainee,Additional postdoctoral training,United States,North Carolina,PhD,Unknown,Unknown,2005-2009
NIEHS,901,Female,Germany,International,47.9,Academic institution,Trainee,Additional postdoctoral training,United States,North Carolina,PhD,Unknown,Unknown,2015-2019
NIEHS,630,Female,India,International,36,Academic institution,Trainee,Additional postdoctoral training,United States,Pennsylvania,PhD,Pharmacology,Pharmacology/Toxicology,2010-2014
NIEHS,232,Female,Spain,International,23.7,Academic institution,Trainee,Additional postdoctoral training,United States,Texas,PhD,Genetics,Genetics/Genomics,2010-2014
NIEHS,933,Female,China,International,52.7,Academic institution,Trainee,Additional postdoctoral training,United States,Texas,PhD,Genetic Epidemiology,Epidemiology,2015-2019
NIEHS,1034,Female,Singapore,International,65.9,Academic institution,Trainee,Primarily clinical practice,United States,Texas,MD;PhD,Medicine,Medicine/Veterinary Medicine/Pathology,2015-2019
NIEHS,1048,Male,Finland,International,38.9,Academic institution,Trainee,Additional postdoctoral training,Canada,Toronto,PhD,Physiology,General Biology/Biomedical Science,2015-2019
NIEHS,426,Male,Germany,International,60,Academic institution,Trainee,Additional postdoctoral training,Denmark,Copenhagen,PhD,Chemistry,Chemistry,2010-2014
NIEHS,203,Male,Russia,International,62.7,Academic institution,Trainee,Additional postdoctoral training,Finland,Tampere,PhD,Cell Biology,Biochemistry/Cellular Biology/Molecular Biology,2005-2009
NIEHS,518,Male,India,International,47.4,Academic institution,Trainee,Additional postdoctoral training,United States,Florida,PhD,Life Sciences,General Biology/Biomedical Science,2010-2014
NIEHS,846,Male,China,International,19.2,Academic institution,Trainee,Additional postdoctoral training,United States,Georgia,PhD,Unknown,Unknown,2000-2004
NIEHS,1021,Male,South Korea,International,21.3,Academic institution,Trainee,Additional postdoctoral training,United States,Illinois,PhD,Reproductive Biology,General Biology/Biomedical Science,2015-2019
NIEHS,963,Male,Portugal,International,52.5,Academic institution,Trainee,Additional postdoctoral training,United States,Massachusetts,PhD,"Biomedical Sciences, General",General Biology/Biomedical Science,2015-2019
NIEHS,979,Male,China,International,58.9,Academic institution,Trainee,Additional postdoctoral training,United States,Massachusetts,PhD,Applied Mathematics,Mathematics/Computer Science/Physics,2015-2019
NIEHS,1049,Male,India,International,5.4,Academic institution,Trainee,Additional postdoctoral training,United States,Massachusetts,PhD,Molecular Biology,Biochemistry/Cellular Biology/Molecular Biology,2015-2019
NIEHS,983,Male,India,International,7,Academic institution,Trainee,Additional postdoctoral training,United States,North Carolina,PhD,"Biomedical Sciences, General",General Biology/Biomedical Science,2015-2019
NIEHS,1062,Male,China,International,48,Academic institution,Trainee,Additional postdoctoral training,United States,North Carolina,PhD,Optics/Optical Sciences,Physics,2015-2019
NIEHS,1078,Male,India,International,15.6,Academic institution,Trainee,Additional postdoctoral training,United States,North Carolina,PhD,Neuropharmacology,Neurobiology/Neuroscience,2015-2019
NIEHS,459,Male,China,International,70.1,Academic institution,Trainee,Additional advanced degree,United States,Ohio,MD;PhD,Structural Biology,Biophysics/Structural Biology,2010-2014
NIEHS,443,Male,China,International,11.6,Academic institution,Trainee,Additional postdoctoral training,United States,Texas,PhD,Pharmacology and Cancer Biology,Pharmacology/Toxicology,2010-2014
NIEHS,1041,Female,United States,US,12,Academic institution,Trainee,Additional postdoctoral training,Israel,Haifa,PhD,Bioengineering and Biomedical Engineering,Biomedical/Medical Engineering,2015-2019
NIEHS,128,Female,United States,US,33.9,Academic institution,Trainee,Additional postdoctoral training,United States,California,PhD,Drosophila Genetics,Genetics/Genomics,2010-2014
NIEHS,1018,Female,United States,US,12,Academic institution,Trainee,Primarily clinical practice,United States,District of Columbia,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2015-2019
NIEHS,138,Male,United States,US,60,Academic institution,Trainee,Additional postdoctoral training,Puerto Rico,Puerto Rico,PhD,Pharmacology,Pharmacology/Toxicology,2010-2014
NIEHS,935,Male,United States,US,12,Academic institution,Trainee,Additional advanced degree,United States,North Carolina,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2015-2019
NIEHS,1001,Male,United States,US,21.1,Academic institution,Trainee,Primarily clinical practice,United States,North Carolina,MD;PhD,Unknown,Unknown,2015-2019
NIEHS,49,Female,United Kingdom,International,29.3,For-profit company,Trainee,Additional postdoctoral training,United States,New Jersey,PhD,Unknown,Unknown,2000-2004
NIEHS,47,Male,China,International,25.3,For-profit company,Trainee,Other,United States,North Carolina,PhD,Viral Immunology,Microbiology/Immunology,2010-2014
NIEHS,312,Male,United States,US,28,For-profit company,Trainee,Additional postdoctoral training,United States,Connecticut,PhD,Veterinary Medicine;Pathology,Medicine/Veterinary Medicine/Pathology,2000-2004
NIEHS,660,Male,United States,US,58.7,For-profit company,Trainee,Additional postdoctoral training,United States,Massachusetts,PhD,Analytical Chemistry,Chemistry,2010-2014
NIEHS,1003,Female,Australia,International,36,Government agency,Trainee,Additional postdoctoral training,United States,Maryland,PhD,Developmental Biology & Embryology,General Biology/Biomedical Science,2015-2019
NIEHS,670,Female,Japan,International,24.5,Academic institution,Unknown or Undecided,Unknown or Undecided,Japan,Yamagata,PhD,Unknown,Unknown,2005-2009
NIEHS,394,Male,Japan,International,14.3,Academic institution,Unknown or Undecided,Primarily basic research,Japan,Tokushima,,Unknown,Unknown,2005-2009
NIEHS,353,Male,Japan,International,24.6,Academic institution,Unknown or Undecided,Primarily clinical research,Japan,Tottori,PhD,Unknown,Unknown,2010-2014
NIEHS,349,Female,South Korea,International,58.9,Non-profit organization,Unknown or Undecided,Primarily basic research,United States,Tennessee,PhD,Unknown,Unknown,2005-2009
NIEHS,1010,Female,India,International,33,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,United States,New York,PhD,Biotechnology,Other [Biotechnology],2015-2019
NIEHS,900,Female,India,International,40.8,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,United States,North Carolina,PhD,Unknown,Unknown,2015-2019
NIEHS,44,Female,India,International,24,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2005-2009
NIEHS,259,Female,Canada,International,27,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2005-2009
NIEHS,344,Female,China,International,12,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2000-2004
NIEHS,475,Female,Poland,International,74.6,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2010-2014
NIEHS,508,Female,Japan,International,24.4,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,MD;PhD,Unknown,Unknown,2005-2009
NIEHS,641,Female,India,International,53,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Genetics,Genetics/Genomics,2010-2014
NIEHS,711,Female,China,International,41.1,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,MD;PhD,Clinical Medicine;Environmental Health and Community,Medicine/Veterinary Medicine/Pathology,2010-2014
NIEHS,753,Female,Japan,International,3.9,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,MD,Medicine,Medicine/Veterinary Medicine/Pathology,2000-2004
NIEHS,888,Female,China,International,22.1,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2005-2009
NIEHS,845,Male,China,International,58.4,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,United States,North Carolina,PhD,Biochemistry,Biochemistry/Cellular Biology/Molecular Biology,2010-2014
NIEHS,972,Male,Japan,International,16.5,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,United States,North Carolina,PhD,Unknown,Unknown,2015-2019
NIEHS,125,Male,South Korea,International,34.6,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2010-2014
NIEHS,276,Male,Canada,International,26,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Biological Sciences,General Biology/Biomedical Science,2000-2004
NIEHS,319,Male,China,International,5.7,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2000-2004
NIEHS,330,Male,India,International,41.9,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Chemistry,Chemistry,2000-2004
NIEHS,340,Male,South Korea,International,55,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2000-2004
NIEHS,342,Male,China,International,24.5,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2000-2004
NIEHS,345,Male,China,International,16.8,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,,Unknown,Unknown,2010-2014
NIEHS,375,Male,South Korea,International,31.5,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2005-2009
NIEHS,409,Male,Japan,International,12,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2000-2004
NIEHS,461,Male,China,International,15.2,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2000-2004
NIEHS,472,Male,Cameroon,International,36.9,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2010-2014
NIEHS,480,Male,Spain,International,4,Unknown or Undecided,Unknown or Undecided,Unknown or Undecided,Unknown,Unknown,PhD,Unknown,Unknown,2005-2009
